"","Rk","Team","Age","W","L","PW","PL","MOV","SOS","SRS","OPtg","DRtg","NRtg","Pace","FTr","3PAr","TS_percent","eFG_percent_offense","TOV_percent_offense","ORB_percent","FT/FGA_offense","eFG_percent_defense","TOV_percent_defense","DRB_percent","FT/FGA_defense","Arena","Attend","Attend/G","...29","...30","...31","Year"
"134","9","Memphis Grizzlies*","26.0","50","32","48","34","2.44","0.52","2.95","104.8","102.2","+2.6","91.4",".322",".197",".522",NA,".479","13.9","29.5",".234",NA,".465","15.7","68.4",".251",NA,"Pyramid Arena","622,723","15,188",2004
"135","10","Houston Rockets*","28.3","45","37","47","35","1.73","0.55","2.28","100.9","99.0","+1.9","87.8",".286",".227",".528",NA,".484","16.4","26.5",".221",NA,".447","13.1","74.5",".233",NA,"Toyota Center","640,794","15,629",2004
"136","11","Denver Nuggets*","25.6","43","39","44","38","1.07","0.58","1.65","103.9","102.7","+1.2","93.3",".319",".146",".517",NA,".467","14.2","30.5",".245",NA,".481","15.6","69.3",".221",NA,"Pepsi Center","721,476","17,597",2004
"137","12","Milwaukee Bucks*","26.5","41","41","44","38","1.06","-0.64","0.42","106.5","105.4","+1.1","91.6",".330",".172",".528",NA,".477","12.7","27.6",".255",NA,".485","13.3","71.8",".213",NA,"Bradley Center","690,180","16,834",2004
"138","13","Miami Heat*","26.4","42","40","43","39","0.52","-0.65","-0.13","102.2","101.7","+0.5","88.0",".298",".211",".510",NA,".463","13.5","27.4",".227",NA,".463","14.5","73.4",".260",NA,"AmericanAirlines Arena","624,809","15,239",2004
"139","14","New Orleans Hornets*","30.3","41","41","41","41","-0.10","-0.62","-0.72","102.3","102.4","-0.1","89.1",".293",".252",".505",NA,".460","14.1","30.6",".220",NA,".476","15.0","71.3",".218",NA,"New Orleans Arena","587,613","14,332",2004
"140","15","Seattle SuperSonics","26.0","37","45","39","43","-0.63","0.66","0.02","107.3","108.0","-0.7","89.9",".270",".294",".540",NA,".501","13.9","27.2",".207",NA,".487","13.9","68.5",".237",NA,"KeyArena at Seattle Center","625,474","15,154",2004
"141","16","Golden State Warriors","28.1","37","45","39","43","-0.73","0.66","-0.07","103.0","103.8","-0.8","89.8",".311",".197",".517",NA,".475","14.1","28.4",".226",NA,".476","13.3","72.1",".211",NA,"The Arena in Oakland","665,648","16,235",2004
"142","17","Portland Trail Blazers","27.6","41","41","37","45","-1.27","0.69","-0.58","103.7","105.1","-1.4","86.2",".267",".170",".515",NA,".478","14.4","31.2",".195",NA,".482","13.3","70.0",".186",NA,"Rose Garden Arena","684,038","16,684",2004
"143","18","Utah Jazz","24.9","42","40","37","45","-1.22","0.69","-0.53","101.9","103.3","-1.4","86.6",".356",".127",".509",NA,".456","16.1","34.1",".266",NA,".468","15.4","72.4",".319",NA,"Delta Center","785,330","19,154",2004
"144","19","Boston Celtics*","26.4","36","46","37","45","-1.45","-0.54","-1.99","102.1","103.7","-1.6","93.2",".327",".249",".532",NA,".486","15.4","25.2",".245",NA,".479","15.7","69.5",".240",NA,"FleetCenter","664,248","16,201",2004
"145","20","New York Knicks*","29.6","39","43","36","46","-1.48","-0.49","-1.97","101.7","103.3","-1.6","89.5",".266",".171",".518",NA,".474","15.1","28.0",".211",NA,".461","13.2","72.8",".259",NA,"Madison Square Garden (IV)","785,739","19,164",2004
"146","21","Philadelphia 76ers","27.5","33","49","33","49","-2.49","-0.46","-2.95","99.1","101.9","-2.8","88.0",".321",".158",".505",NA,".456","15.5","28.2",".242",NA,".467","14.7","70.7",".231",NA,"Wachovia Center","788,128","19,223",2004
"147","22","Cleveland Cavaliers","24.9","35","47","33","49","-2.62","-0.44","-3.07","101.4","104.2","-2.8","90.8",".301",".116",".498",NA,".451","13.7","31.1",".226",NA,".469","12.3","73.0",".221",NA,"Gund Arena","749,790","18,288",2004
"148","23","Toronto Raptors","27.6","33","49","31","51","-3.01","-0.40","-3.42","97.0","100.4","-3.4","86.8",".260",".204",".495",NA,".454","14.1","23.8",".195",NA,".449","14.1","70.1",".241",NA,"Air Canada Centre","750,608","18,308",2004
"149","24","Phoenix Suns","24.4","29","53","30","52","-3.74","0.80","-2.94","101.4","105.5","-4.1","92.6",".280",".180",".515",NA,".475","14.3","26.6",".209",NA,".482","14.7","69.9",".240",NA,"America West Arena","670,385","16,351",2004
"150","25","Los Angeles Clippers","24.3","28","54","28","54","-4.59","0.84","-3.74","103.5","108.5","-5.0","91.0",".350",".156",".512",NA,".453","15.0","32.8",".275",NA,".494","12.9","70.0",".231",NA,"STAPLES Center","665,396","16,143",2004
"151","26","Atlanta Hawks","26.2","28","54","28","54","-4.65","-0.36","-5.00","101.0","106.1","-5.1","90.8",".303",".191",".514",NA,".465","15.4","28.6",".235",NA,".476","13.1","70.5",".234",NA,"Philips Arena","565,728","13,798",2004
"152","27","Washington Wizards","24.4","25","57","25","57","-5.63","-0.48","-6.12","98.8","104.8","-6.0","92.2",".337",".194",".500",NA,".454","16.0","30.7",".241",NA,".486","14.9","69.5",".214",NA,"MCI Center","645,363","15,741",2004
"153","28","Chicago Bulls","26.8","23","59","23","59","-6.35","-0.33","-6.69","96.6","103.4","-6.8","92.2",".272",".186",".486",NA,".446","14.9","28.1",".197",NA,".469","14.1","71.4",".253",NA,"United Center","809,177","19,736",2004
"154","29","Orlando Magic","25.8","21","61","22","60","-7.02","-0.23","-7.25","102.7","110.4","-7.7","90.8",".296",".184",".504",NA,".461","12.8","28.1",".218",NA,".502","12.7","68.7",".214",NA,"TD Waterhouse Centre","589,144","14,369",2004
"155","","League Average","27.2","","","41","41","0.00","0.00","0.00","102.9","102.9","","90.1",".303",".187",".516",NA,".471","14.2","28.6",".228",NA,".471","14.2","71.4",".228",NA,"","699,041","17,046",2004
"156","Rk","Team","Age","W","L","PW","PL","MOV","SOS","SRS","ORtg","DRtg","NRtg","Pace","FTr","3PAr","TS%",NA,"eFG%","TOV%","ORB%","FT/FGA",NA,"eFG%","TOV%","DRB%","FT/FGA",NA,"Arena","Attend.","Attend./G",2005
"157","1","San Antonio Spurs*","28.5","59","23","63","19","7.80","0.03","7.84","107.5","98.8","+8.7","88.9",".329",".216",".534",NA,".492","13.2","29.1",".238",NA,".452","14.7","73.6",".236",NA,"SBC Center","750,970","18,316",2005
"158","2","Phoenix Suns*","25.2","62","20","59","23","7.12","-0.04","7.08","114.5","107.1","+7.4","95.9",".296",".289",".571",NA,".534","12.4","27.5",".222",NA,".478","12.0","68.3",".176",NA,"America West Arena","726,066","17,709",2005
"159","3","Miami Heat*","28.0","59","23","59","23","6.52","-0.76","5.77","110.2","103.1","+7.1","90.8",".387",".198",".559",NA,".524","13.1","27.0",".260",NA,".460","12.4","74.1",".242",NA,"AmericanAirlines Arena","815,143","19,882",2005
"160","4","Dallas Mavericks*","27.7","58","24","57","25","5.74","0.11","5.86","110.3","104.1","+6.2","92.7",".346",".190",".545",NA,".492","12.5","28.6",".273",NA,".472","14.3","70.2",".239",NA,"American Airlines Center","822,533","20,062",2005
"161","5","Houston Rockets*","29.7","51","31","53","29","4.04","0.23","4.27","106.2","101.7","+4.5","88.8",".309",".237",".534",NA,".486","13.5","26.3",".242",NA,".459","12.9","74.5",".245",NA,"Toyota Center","663,444","16,182",2005
"162","6","Detroit Pistons*","27.9","54","28","53","29","3.87","-0.55","3.31","105.6","101.2","+4.4","87.2",".335",".164",".519",NA,".472","13.3","31.2",".247",NA,".461","13.5","73.0",".207",NA,"The Palace of Auburn Hills","905,116","22,076",2005
"163","7","Seattle SuperSonics*","26.0","52","30","48","34","2.29","0.30","2.59","112.2","109.6","+2.6","87.9",".328",".281",".546",NA,".495","13.0","32.4",".259",NA,".496","12.9","71.3",".249",NA,"KeyArena at Seattle Center","675,490","16,475",2005
"164","8","Memphis Grizzlies*","26.3","45","37","48","34","2.29","0.34","2.64","105.5","102.9","+2.6","88.5",".323",".237",".535",NA,".489","14.3","27.1",".243",NA,".466","15.4","69.9",".270",NA,"FedEx Forum","691,362","16,862",2005
"165","9","Sacramento Kings*","27.7","50","32","47","35","2.16","0.40","2.56","110.5","108.2","+2.3","93.0",".287",".200",".541",NA,".496","12.0","28.8",".226",NA,".493","13.3","69.0",".214",NA,"ARCO Arena (II)","709,997","17,317",2005
"166","10","Denver Nuggets*","26.7","49","33","47","35","2.02","0.20","2.23","106.0","103.9","+2.1","93.5",".350",".142",".535",NA,".483","13.8","28.4",".267",NA,".482","15.1","71.7",".247",NA,"Pepsi Center","723,949","17,657",2005
"167","11","Minnesota Timberwolves","29.0","44","38","45","37","1.45","0.28","1.73","108.2","106.6","+1.6","89.1",".275",".173",".534",NA,".489","12.7","28.6",".219",NA,".472","11.2","71.4",".208",NA,"Target Center","704,438","17,181",2005
"168","12","Chicago Bulls*","25.0","47","35","44","38","1.06","-0.41","0.65","101.4","100.3","+1.1","92.4",".311",".217",".517",NA,".471","15.5","28.4",".233",NA,".454","14.4","72.6",".262",NA,"United Center","828,384","20,204",2005
"169","13","Boston Celtics*","27.1","45","37","43","39","0.87","-0.52","0.35","107.5","106.6","+0.9","93.3",".357",".192",".551",NA,".501","14.7","27.2",".273",NA,".481","14.2","70.1",".274",NA,"FleetCenter","656,081","16,002",2005
"170","14","Cleveland Cavaliers","26.5","42","40","43","39","0.79","-0.52","0.27","106.6","105.7","+0.9","89.7",".325",".135",".518",NA,".470","13.0","32.5",".244",NA,".485","14.1","71.5",".248",NA,"Gund Arena","784,249","19,128",2005
"171","15","Indiana Pacers*","28.3","44","38","43","39","0.76","-0.27","0.49","105.5","104.6","+0.9","87.2",".358",".255",".534",NA,".476","14.1","26.4",".283",NA,".472","13.6","71.3",".261",NA,"Conseco Fieldhouse","696,764","16,994",2005
"172","16","Washington Wizards*","25.3","45","37","40","42","-0.33","-0.38","-0.71","107.2","107.5","-0.3","93.3",".364",".220",".523",NA,".474","12.9","31.1",".264",NA,".498","14.6","70.0",".230",NA,"MCI Center","705,069","17,197",2005
"173","17","Philadelphia 76ers*","26.4","43","39","39","43","-0.74","-0.33","-1.07","103.5","104.3","-0.8","94.9",".326",".216",".528",NA,".475","14.2","25.4",".257",NA,".485","15.4","72.7",".267",NA,"Wachovia Center","732,686","17,870",2005
"174","18","Los Angeles Clippers","25.5","37","45","39","43","-0.77","0.30","-0.47","105.5","106.4","-0.9","89.1",".357",".105",".533",NA,".477","14.9","30.3",".278",NA,".480","13.0","71.3",".235",NA,"STAPLES Center","696,181","16,980",2005
"175","19","New Jersey Nets*","27.8","42","40","36","46","-1.50","-0.32","-1.82","101.4","103.1","-1.7","89.1",".318",".187",".512",NA,".463","13.7","25.5",".242",NA,".479","15.2","73.2",".278",NA,"Continental Airlines Arena","618,681","15,090",2005
"176","20","Toronto Raptors","27.0","33","49","36","46","-1.62","-0.19","-1.81","106.9","108.7","-1.8","92.7",".316",".253",".539",NA,".492","12.5","23.7",".244",NA,".499","13.4","71.1",".240",NA,"Air Canada Centre","703,388","17,156",2005
"177","21","Golden State Warriors","26.7","34","48","35","47","-2.16","0.42","-1.74","104.7","106.9","-2.2","93.3",".278",".252",".512",NA,".475","12.3","27.8",".201",NA,".491","13.9","69.7",".227",NA,"Oakland Arena","670,368","16,350",2005
"178","22","Orlando Magic","26.5","36","46","35","47","-2.24","-0.27","-2.52","104.9","107.3","-2.4","94.7",".350",".137",".529",NA,".478","14.6","29.9",".265",NA,".484","13.2","71.3",".255",NA,"TD Waterhouse Centre","597,942","14,584",2005
"179","23","New York Knicks","27.3","33","49","34","48","-2.44","-0.28","-2.72","106.2","108.9","-2.7","90.7",".312",".188",".531",NA,".485","13.8","28.3",".239",NA,".501","13.8","71.2",".265",NA,"Madison Square Garden (IV)","800,144","19,516",2005
"180","24","Milwaukee Bucks","26.9","30","52","32","50","-2.99","-0.10","-3.09","106.6","109.8","-3.2","90.8",".339",".141",".527",NA,".475","13.0","29.0",".261",NA,".499","12.4","72.0",".233",NA,"Bradley Center","637,009","15,537",2005
"181","25","Los Angeles Lakers","26.0","34","48","33","49","-2.96","0.64","-2.32","108.1","111.4","-3.3","90.8",".322",".273",".535",NA,".485","13.4","29.5",".251",NA,".493","11.0","71.1",".218",NA,"STAPLES Center","770,494","18,793",2005
"182","26","Portland Trail Blazers","27.0","27","55","29","53","-4.00","0.55","-3.45","103.2","107.7","-4.5","89.8",".303",".181",".524",NA,".484","15.2","29.6",".219",NA,".479","12.6","67.7",".204",NA,"Rose Garden Arena","680,374","16,594",2005
"183","27","Utah Jazz","25.7","26","56","29","53","-4.27","0.53","-3.74","104.7","109.5","-4.8","88.4",".361",".121",".522",NA,".469","15.0","31.9",".273",NA,".499","14.2","72.3",".340",NA,"Delta Center","769,014","18,756",2005
"184","28","Charlotte Bobcats","24.9","18","64","24","58","-5.99","-0.16","-6.15","101.1","107.5","-6.4","92.3",".306",".128",".497",NA,".455","13.3","29.5",".217",NA,".497","14.7","70.9",".269",NA,"Charlotte Coliseum","591,701","14,432",2005
"185","29","New Orleans Hornets","27.5","18","64","21","61","-7.07","0.78","-6.30","99.7","107.7","-8.0","87.6",".279",".201",".493",NA,".446","14.2","29.1",".214",NA,".491","13.9","70.7",".261",NA,"New Orleans Arena","583,070","14,221",2005
"186","30","Atlanta Hawks","26.0","13","69","16","66","-9.71","0.09","-9.62","100.6","111.1","-10.5","91.4",".299",".146",".504",NA,".464","14.9","30.7",".212",NA,".513","14.0","72.1",".289",NA,"Philips Arena","586,390","14,302",2005
"187","","League Average","27.1","","","41","41","0.00","0.00","0.00","106.1","106.1","","90.9",".324",".196",".529",NA,".482","13.6","28.7",".245",NA,".482","13.6","71.3",".245",NA,"","709,883","17,314",2005
"188","Rk","Team","Age","W","L","PW","PL","MOV","SOS","SRS","ORtg","DRtg","NRtg","Pace","FTr","3PAr","TS%",NA,"eFG%","TOV%","ORB%","FT/FGA",NA,"eFG%","TOV%","DRB%","FT/FGA",NA,"Arena","Attend.","Attend./G",2006
"189","1","San Antonio Spurs*","29.8","63","19","61","21","6.82","-0.13","6.69","107.3","99.6","+7.7","88.5",".298",".215",".546",NA,".513","13.6","26.0",".209",NA,".457","13.5","74.2",".220",NA,"SBC Center","770,677","18,797",2006
"190","2","Detroit Pistons*","28.5","64","18","60","22","6.67","-0.44","6.24","110.8","103.1","+7.7","86.8",".297",".221",".535",NA,".497","11.2","28.9",".216",NA,".477","13.7","71.2",".191",NA,"The Palace of Auburn Hills","905,116","22,076",2006
